时间,欧元兑美元
2001-01-09,0.9438
2001-01-10,0.9394
2001-01-11,0.9511
2001-01-12,0.9517
2001-01-15,0.9426
2001-01-16,0.941
2001-01-17,0.934
2001-01-18,0.9442
2001-01-19,0.9338
2001-01-22,0.938
2001-01-23,0.9387
2001-01-24,0.9225
2001-01-25,0.921
2001-01-26,0.924
2001-01-29,0.9182
2001-01-30,0.9266
2001-01-31,0.9334
2001-02-01,0.9415
2001-02-02,0.9345
2001-02-05,0.9386
2001-02-06,0.9299
2001-02-07,0.9304
2001-02-08,0.9177
2001-02-09,0.9257
2001-02-12,0.931
2001-02-13,0.9198
2001-02-14,0.9182
2001-02-15,0.9031
2001-02-16,0.9137
2001-02-19,0.9209
2001-02-20,0.9099
2001-02-21,0.9079
2001-02-22,0.9046
2001-02-23,0.9185
2001-02-26,0.9113
2001-02-27,0.916
2001-02-28,0.9229
2001-03-01,0.9316
2001-03-02,0.9339
2001-03-05,0.9298
2001-03-06,0.9331
2001-03-07,0.9284
2001-03-08,0.9312
2001-03-09,0.9325
2001-03-12,0.9279
2001-03-13,0.914
2001-03-14,0.9096
2001-03-15,0.9006
2001-03-16,0.8959
2001-03-19,0.8982
2001-03-20,0.9087
2001-03-21,0.8957
2001-03-22,0.8879
2001-03-23,0.889
2001-03-26,0.8959
2001-03-27,0.893
2001-03-28,0.8861
2001-03-29,0.8822
2001-03-30,0.8787
2001-04-02,0.8796
2001-04-03,0.8957
2001-04-04,0.901
2001-04-05,0.8962
2001-04-06,0.9026
2001-04-09,0.8981
2001-04-10,0.8876
2001-04-11,0.8866
2001-04-12,0.8917
2001-04-13,0.8886
2001-04-16,0.8858
2001-04-17,0.8821
2001-04-18,0.8846
2001-04-19,0.8936
2001-04-20,0.9038
2001-04-23,0.8972
2001-04-24,0.8942
2001-04-25,0.8962
2001-04-26,0.9037
2001-04-27,0.8914
2001-04-30,0.8879
2001-05-01,0.8918
2001-05-02,0.8929
2001-05-03,0.8896
2001-05-04,0.8943
2001-05-07,0.8903
2001-05-08,0.8832
2001-05-09,0.8846
2001-05-10,0.8815
2001-05-11,0.8761
2001-05-14,0.8745
2001-05-15,0.8775
2001-05-16,0.884
2001-05-17,0.8828
2001-05-18,0.8795
2001-05-21,0.8767
2001-05-22,0.865
2001-05-23,0.8561
2001-05-24,0.8564
2001-05-25,0.8586
2001-05-28,0.8596
2001-05-29,0.8556
2001-05-30,0.8567
2001-05-31,0.846
2001-06-01,0.8475
2001-06-04,0.8457
2001-06-05,0.8524
2001-06-06,0.8479
2001-06-07,0.8503
2001-06-08,0.851
2001-06-11,0.8436
2001-06-12,0.8494
2001-06-13,0.853
2001-06-14,0.8626
2001-06-15,0.8614
2001-06-18,0.8609
2001-06-19,0.8539
2001-06-20,0.8544
2001-06-21,0.8551
2001-06-22,0.8558
2001-06-25,0.8601
2001-06-26,0.8632
2001-06-27,0.8604
2001-06-28,0.8447
2001-06-29,0.8492
2001-07-02,0.8463
2001-07-03,0.8482
2001-07-04,0.846
2001-07-05,0.8362
2001-07-06,0.8472
2001-07-09,0.8473
2001-07-10,0.8546
2001-07-11,0.8593
2001-07-12,0.8533
2001-07-13,0.8538
2001-07-16,0.8548
2001-07-17,0.8588
2001-07-18,0.8722
2001-07-19,0.8712
2001-07-20,0.8714
2001-07-23,0.8684
2001-07-24,0.8751
2001-07-25,0.88
2001-07-26,0.8779
2001-07-27,0.876
2001-07-30,0.8747
2001-07-31,0.875
2001-08-01,0.881
2001-08-02,0.8828
2001-08-03,0.884
2001-08-06,0.8818
2001-08-07,0.8771
2001-08-08,0.8804
2001-08-09,0.8923
2001-08-10,0.8932
2001-08-13,0.8976
2001-08-14,0.9025
2001-08-15,0.9123
2001-08-16,0.9141
2001-08-17,0.9172
2001-08-20,0.9136
2001-08-21,0.913
2001-08-22,0.9144
2001-08-23,0.9152
2001-08-24,0.9131
2001-08-27,0.9115
2001-08-28,0.9105
2001-08-29,0.9101
2001-08-30,0.9172
2001-08-31,0.9117
2001-09-03,0.9076
2001-09-04,0.8857
2001-09-05,0.8865
2001-09-06,0.895
2001-09-07,0.9049
2001-09-10,0.9002
2001-09-11,0.9147
2001-09-12,0.9069
2001-09-13,0.9118
2001-09-14,0.9212
2001-09-17,0.9243
2001-09-18,0.9266
2001-09-19,0.93
2001-09-20,0.9257
2001-09-21,0.913
2001-09-24,0.9162
2001-09-25,0.9227
2001-09-26,0.9233
2001-09-27,0.9174
2001-09-28,0.9103
2001-10-01,0.9169
2001-10-02,0.9186
2001-10-03,0.9125
2001-10-04,0.9155
2001-10-05,0.9178
2001-10-08,0.9203
2001-10-09,0.9134
2001-10-10,0.9106
2001-10-11,0.903
2001-10-12,0.9087
2001-10-15,0.9083
2001-10-16,0.9084
2001-10-17,0.9027
2001-10-18,0.904
2001-10-19,0.899
2001-10-22,0.8921
2001-10-23,0.8905
2001-10-24,0.8933
2001-10-25,0.8937
2001-10-26,0.8918
2001-10-29,0.9035
2001-10-30,0.9049
2001-10-31,0.8999
2001-11-01,0.9036
2001-11-02,0.9023
2001-11-05,0.8973
2001-11-06,0.8972
2001-11-07,0.895
2001-11-08,0.8928
2001-11-09,0.8938
2001-11-12,0.8947
2001-11-13,0.8811
2001-11-14,0.8831
2001-11-15,0.8813
2001-11-16,0.8844
2001-11-19,0.8794
2001-11-20,0.8826
2001-11-21,0.8792
2001-11-22,0.8778
2001-11-23,0.8774
2001-11-26,0.8804
2001-11-27,0.8817
2001-11-28,0.8876
2001-11-29,0.8889
2001-11-30,0.896
2001-12-03,0.8915
2001-12-04,0.8903
2001-12-05,0.8865
2001-12-06,0.8949
2001-12-07,0.8894
2001-12-10,0.8892
2001-12-11,0.8914
2001-12-12,0.898
2001-12-13,0.8932
2001-12-14,0.9041
2001-12-17,0.9025
2001-12-18,0.9026
2001-12-19,0.9002
2001-12-20,0.8999
2001-12-21,0.8868
2001-12-24,0.8767
2001-12-25,0.8765
2001-12-26,0.8787
2001-12-27,0.8827
2001-12-28,0.8839
2001-12-31,0.8911
2002-01-02,0.9036
2002-01-03,0.9001
2002-01-04,0.8951
2002-01-07,0.893
2002-01-08,0.8922
2002-01-09,0.8904
2002-01-10,0.8912
2002-01-11,0.8921
2002-01-14,0.8942
2002-01-15,0.8842
2002-01-16,0.8825
2002-01-17,0.8811
2002-01-18,0.8843
2002-01-21,0.8833
2002-01-22,0.8856
2002-01-23,0.8775
2002-01-24,0.8765
2002-01-25,0.8647
2002-01-28,0.861
2002-01-29,0.8644
2002-01-30,0.8614
2002-01-31,0.8579
2002-02-01,0.8614
2002-02-04,0.87
2002-02-05,0.8671
2002-02-06,0.8684
2002-02-07,0.8706
2002-02-08,0.8732
2002-02-11,0.8765
2002-02-12,0.876
2002-02-13,0.8713
2002-02-14,0.8736
2002-02-15,0.8723
2002-02-18,0.8705
2002-02-19,0.8758
2002-02-20,0.8702
2002-02-21,0.8686
2002-02-22,0.8755
2002-02-25,0.8687
2002-02-26,0.8639
2002-02-27,0.8654
2002-02-28,0.8687
2002-03-01,0.8648
2002-03-04,0.8689
2002-03-05,0.8714
2002-03-06,0.8759
2002-03-07,0.8833
2002-03-08,0.8735
2002-03-11,0.8755
2002-03-12,0.876
2002-03-13,0.8764
2002-03-14,0.8822
2002-03-15,0.8822
2002-03-18,0.8817
2002-03-19,0.8826
2002-03-20,0.884
2002-03-21,0.8817
2002-03-22,0.8765
2002-03-25,0.8771
2002-03-26,0.8767
2002-03-27,0.8726
2002-03-28,0.8702
2002-03-29,0.8714
2002-04-01,0.8803
2002-04-02,0.8789
2002-04-03,0.8809
2002-04-04,0.8777
2002-04-05,0.879
2002-04-08,0.8739
2002-04-09,0.8804
2002-04-10,0.8803
2002-04-11,0.8828
2002-04-12,0.8792
2002-04-15,0.88
2002-04-16,0.8818
2002-04-17,0.8892
2002-04-18,0.89
2002-04-19,0.8915
2002-04-22,0.8895
2002-04-23,0.8884
2002-04-24,0.8918
2002-04-25,0.8978
2002-04-26,0.9015
2002-04-29,0.9034
2002-04-30,0.9006
2002-05-01,0.9056
2002-05-02,0.9027
2002-05-03,0.9165
2002-05-06,0.9165
2002-05-07,0.9149
2002-05-08,0.9052
2002-05-09,0.9085
2002-05-10,0.9135
2002-05-13,0.9117
2002-05-14,0.9022
2002-05-15,0.9112
2002-05-16,0.9118
2002-05-17,0.9213
2002-05-20,0.9222
2002-05-21,0.9199
2002-05-22,0.9259
2002-05-23,0.9214
2002-05-24,0.9211
2002-05-27,0.9209
2002-05-28,0.9291
2002-05-29,0.9365
2002-05-30,0.9387
2002-05-31,0.9323
2002-06-03,0.9375
2002-06-04,0.9418
2002-06-05,0.9391
2002-06-06,0.9456
2002-06-07,0.9441
2002-06-10,0.9433
2002-06-11,0.9469
2002-06-12,0.9448
2002-06-13,0.9418
2002-06-14,0.9453
2002-06-17,0.9438
2002-06-18,0.951
2002-06-19,0.9563
2002-06-20,0.9636
2002-06-21,0.9701
2002-06-24,0.9778
2002-06-25,0.9774
2002-06-26,0.9862
2002-06-27,0.9878
2002-06-28,0.9916
2002-07-01,0.987
2002-07-02,0.9834
2002-07-03,0.98
2002-07-04,0.9774
2002-07-05,0.9732
2002-07-08,0.9876
2002-07-09,0.9941
2002-07-10,0.9884
2002-07-11,0.9907
2002-07-12,0.9903
2002-07-15,1.0054
2002-07-16,1.0077
2002-07-17,1.0093
2002-07-18,1.0095
2002-07-19,1.0132
2002-07-22,1.0069
2002-07-23,0.9862
2002-07-24,0.9962
2002-07-25,1.0015
2002-07-26,0.9868
2002-07-29,0.9804
2002-07-30,0.9842
2002-07-31,0.9768
2002-08-01,0.9836
2002-08-02,0.9865
2002-08-05,0.9809
2002-08-06,0.9648
2002-08-07,0.9742
2002-08-08,0.9657
2002-08-09,0.9703
2002-08-12,0.9787
2002-08-13,0.9812
2002-08-14,0.9819
2002-08-15,0.9835
2002-08-16,0.9837
2002-08-19,0.9767
2002-08-20,0.9789
2002-08-21,0.9795
2002-08-22,0.97
2002-08-23,0.9718
2002-08-26,0.9721
2002-08-27,0.983
2002-08-28,0.98
2002-08-29,0.9835
2002-08-30,0.9816
2002-09-02,0.9846
2002-09-03,0.9962
2002-09-04,0.991
2002-09-05,0.993
2002-09-06,0.9808
2002-09-09,0.9785
2002-09-10,0.9747
2002-09-11,0.9746
2002-09-12,0.981
2002-09-13,0.9722
2002-09-16,0.9709
2002-09-17,0.9708
2002-09-18,0.9761
2002-09-19,0.9845
2002-09-20,0.9803
2002-09-23,0.9775
2002-09-24,0.9811
2002-09-25,0.9761
2002-09-26,0.9773
2002-09-27,0.9793
2002-09-30,0.9861
2002-10-01,0.9847
2002-10-02,0.9846
2002-10-03,0.9865
2002-10-04,0.9794
2002-10-07,0.9819
2002-10-08,0.977
2002-10-09,0.9901
2002-10-10,0.986
2002-10-11,0.9869
2002-10-14,0.9865
2002-10-15,0.9804
2002-10-16,0.9815
2002-10-17,0.9717
2002-10-18,0.9715
2002-10-21,0.9737
2002-10-22,0.9785
2002-10-23,0.9764
2002-10-24,0.9771
2002-10-25,0.9765
2002-10-28,0.984
2002-10-29,0.9846
2002-10-30,0.9844
2002-10-31,0.9889
2002-11-01,0.9962
2002-11-04,0.9975
2002-11-05,0.9995
2002-11-06,1.0025
2002-11-07,1.009
2002-11-08,1.013
2002-11-11,1.0098
2002-11-12,1.0114
2002-11-13,1.0063
2002-11-14,1.0055
2002-11-15,1.0089
2002-11-18,1.008
2002-11-19,1.003
2002-11-20,1.0015
2002-11-21,1.0006
2002-11-22,0.9971
2002-11-25,0.9909
2002-11-26,0.9922
2002-11-27,0.99
2002-11-28,0.9944
2002-11-29,0.9942
2002-12-02,0.9972
2002-12-03,0.9955
2002-12-04,0.9996
2002-12-05,1.0003
2002-12-06,1.0093
2002-12-09,1.0098
2002-12-10,1.0088
2002-12-11,1.008
2002-12-12,1.0186
2002-12-13,1.0224
2002-12-16,1.0222
2002-12-17,1.0282
2002-12-18,1.026
2002-12-19,1.0266
2002-12-20,1.0268
2002-12-23,1.0256
2002-12-24,1.0299
2002-12-25,1.0302
2002-12-26,1.037
2002-12-27,1.044
2002-12-30,1.0478
2002-12-31,1.0497
2003-01-02,1.036
2003-01-03,1.0415
2003-01-06,1.0472
2003-01-07,1.041
2003-01-08,1.0487
2003-01-09,1.0484
2003-01-10,1.0583
2003-01-13,1.0547
2003-01-14,1.0567
2003-01-15,1.0546
2003-01-16,1.0615
2003-01-17,1.0662
2003-01-20,1.0681
2003-01-21,1.0716
2003-01-22,1.0716
2003-01-23,1.0758
2003-01-24,1.0838
2003-01-27,1.0851
2003-01-28,1.0817
2003-01-29,1.0829
2003-01-30,1.0801
2003-01-31,1.0754
2003-02-03,1.076
2003-02-04,1.0871
2003-02-05,1.0802
2003-02-06,1.0832
2003-02-07,1.083
2003-02-10,1.0744
2003-02-11,1.0732
2003-02-12,1.0718
2003-02-13,1.0837
2003-02-14,1.0792
2003-02-17,1.0733
2003-02-18,1.0684
2003-02-19,1.0755
2003-02-20,1.0822
2003-02-21,1.0764
2003-02-24,1.079
2003-02-25,1.0765
2003-02-26,1.0789
2003-02-27,1.0767
2003-02-28,1.0801
2003-03-03,1.0884
2003-03-04,1.0875
2003-03-05,1.0972
2003-03-06,1.0971
2003-03-07,1.1008
2003-03-10,1.1045
2003-03-11,1.1031
2003-03-12,1.1001
2003-03-13,1.0806
2003-03-14,1.0742
2003-03-17,1.0637
2003-03-18,1.063
2003-03-19,1.0563
2003-03-20,1.0613
2003-03-21,1.053
2003-03-24,1.0644
2003-03-25,1.0652
2003-03-26,1.0683
2003-03-27,1.0681
2003-03-28,1.0778
2003-03-31,1.0895
2003-04-01,1.0888
2003-04-02,1.0757
2003-04-03,1.073
2003-04-04,1.0727
2003-04-07,1.0653
2003-04-08,1.0712
2003-04-09,1.0762
2003-04-10,1.0792
2003-04-11,1.0751
2003-04-14,1.0776
2003-04-15,1.0813
2003-04-16,1.0909
2003-04-17,1.0883
2003-04-18,1.088
2003-04-21,1.0864
2003-04-22,1.097
2003-04-23,1.0961
2003-04-24,1.1024
2003-04-25,1.1021
2003-04-28,1.098
2003-04-29,1.1066
2003-04-30,1.1175
2003-05-01,1.1227
2003-05-02,1.1225
2003-05-05,1.1278
2003-05-06,1.1417
2003-05-07,1.137
2003-05-08,1.1481
2003-05-09,1.149
2003-05-12,1.154
2003-05-13,1.1512
2003-05-14,1.1497
2003-05-15,1.1383
2003-05-16,1.1591
2003-05-19,1.1641
2003-05-20,1.1734
2003-05-21,1.164
2003-05-22,1.1696
2003-05-23,1.1836
2003-05-26,1.1873
2003-05-27,1.1811
2003-05-28,1.1761
2003-05-29,1.1869
2003-05-30,1.1786
2003-06-02,1.1753
2003-06-03,1.1749
2003-06-04,1.1646
2003-06-05,1.1844
2003-06-06,1.1698
2003-06-09,1.1741
2003-06-10,1.1676
2003-06-11,1.1756
2003-06-12,1.1762
2003-06-13,1.187
2003-06-16,1.1819
2003-06-17,1.1799
2003-06-18,1.1688
2003-06-19,1.171
2003-06-20,1.1583
2003-06-23,1.155
2003-06-24,1.1508
2003-06-25,1.1538
2003-06-26,1.1425
2003-06-27,1.1418
2003-06-30,1.1519
2003-07-01,1.1562
2003-07-02,1.1526
2003-07-03,1.1484
2003-07-04,1.1489
2003-07-07,1.1318
2003-07-08,1.1301
2003-07-09,1.1339
2003-07-10,1.1387
2003-07-11,1.131
2003-07-14,1.128
2003-07-15,1.1188
2003-07-16,1.1211
2003-07-17,1.1212
2003-07-18,1.1287
2003-07-21,1.1331
2003-07-22,1.1328
2003-07-23,1.148
2003-07-24,1.1464
2003-07-25,1.1507
2003-07-28,1.1499
2003-07-29,1.1462
2003-07-30,1.1357
2003-07-31,1.124
2003-08-01,1.1279
2003-08-04,1.1349
2003-08-05,1.1348
2003-08-06,1.1345
2003-08-07,1.1372
2003-08-08,1.1293
2003-08-11,1.1359
2003-08-12,1.1307
2003-08-13,1.1308
2003-08-14,1.1245
2003-08-15,1.1254
2003-08-18,1.115
2003-08-19,1.1137
2003-08-20,1.1121
2003-08-21,1.0925
2003-08-22,1.0882
2003-08-25,1.088
2003-08-26,1.0884
2003-08-27,1.0877
2003-08-28,1.0867
2003-08-29,1.0979
2003-09-01,1.0963
2003-09-02,1.0808
2003-09-03,1.0814
2003-09-04,1.093
2003-09-05,1.1109
2003-09-08,1.1066
2003-09-09,1.1223
2003-09-10,1.1195
2003-09-11,1.1199
2003-09-12,1.1288
2003-09-15,1.1282
2003-09-16,1.1168
2003-09-17,1.1267
2003-09-18,1.1244
2003-09-19,1.139
2003-09-22,1.1478
2003-09-23,1.1465
2003-09-24,1.1479
2003-09-25,1.1484
2003-09-26,1.1469
2003-09-29,1.1583
2003-09-30,1.1667
2003-10-01,1.1706
2003-10-02,1.1691
2003-10-03,1.1576
2003-10-06,1.1584
2003-10-07,1.1778
2003-10-08,1.182
2003-10-09,1.1732
2003-10-10,1.1792
2003-10-13,1.1699
2003-10-14,1.1719
2003-10-15,1.1619
2003-10-16,1.1591
2003-10-17,1.1667
2003-10-20,1.1634
2003-10-21,1.1662
2003-10-22,1.1811
2003-10-23,1.1813
2003-10-24,1.1785
2003-10-27,1.1734
2003-10-28,1.167
2003-10-29,1.1661
2003-10-30,1.1619
2003-10-31,1.1577
2003-11-03,1.1461
2003-11-04,1.149
2003-11-05,1.1441
2003-11-06,1.1405
2003-11-07,1.1526
2003-11-10,1.149
2003-11-11,1.1505
2003-11-12,1.1626
2003-11-13,1.1727
2003-11-14,1.1775
2003-11-17,1.1746
2003-11-18,1.1963
2003-11-19,1.1892
2003-11-20,1.1907
2003-11-21,1.1914
2003-11-24,1.1764
2003-11-25,1.1791
2003-11-26,1.1921
2003-11-27,1.1907
2003-11-28,1.1985
2003-12-01,1.1969
2003-12-02,1.2094
2003-12-03,1.2114
2003-12-04,1.2085
2003-12-05,1.2165
2003-12-08,1.2223
2003-12-09,1.2249
2003-12-10,1.2209
2003-12-11,1.2222
2003-12-12,1.2273
2003-12-15,1.2302
2003-12-16,1.2334
2003-12-17,1.24
2003-12-18,1.2417
2003-12-19,1.2387
2003-12-22,1.2407
2003-12-23,1.2389
2003-12-24,1.2444
2003-12-25,1.2448
2003-12-26,1.2424
2003-12-29,1.2489
2003-12-30,1.2546
2003-12-31,1.2591
2004-01-02,1.2589
2004-01-05,1.2676
2004-01-06,1.2726
2004-01-07,1.2623
2004-01-08,1.2768
2004-01-09,1.2812
2004-01-12,1.2733
2004-01-13,1.2769
2004-01-14,1.2645
2004-01-15,1.2587
2004-01-16,1.2393
2004-01-19,1.2352
2004-01-20,1.2589
2004-01-21,1.2634
2004-01-22,1.2733
2004-01-23,1.2577
2004-01-26,1.2467
2004-01-27,1.2644
2004-01-28,1.2421
2004-01-29,1.2407
2004-01-30,1.2474
2004-02-02,1.2439
2004-02-03,1.2545
2004-02-04,1.2546
2004-02-05,1.2546
2004-02-06,1.2704
2004-02-09,1.2696
2004-02-10,1.268
2004-02-11,1.2825
2004-02-12,1.2803
2004-02-13,1.274
2004-02-16,1.2763
2004-02-17,1.2854
2004-02-18,1.2705
2004-02-19,1.2732
2004-02-20,1.2532
2004-02-23,1.2573
2004-02-24,1.2677
2004-02-25,1.2493
2004-02-26,1.2433
2004-02-27,1.2486
2004-03-01,1.246
2004-03-02,1.2216
2004-03-03,1.2187
2004-03-04,1.2195
2004-03-05,1.2368
2004-03-08,1.2394
2004-03-09,1.2322
2004-03-10,1.223
2004-03-11,1.2345
2004-03-12,1.2216
2004-03-15,1.2266
2004-03-16,1.2266
2004-03-17,1.2228
2004-03-18,1.2387
2004-03-19,1.2286
2004-03-22,1.2344
2004-03-23,1.2345
2004-03-24,1.2115
2004-03-25,1.2134
2004-03-26,1.213
2004-03-29,1.2157
2004-03-30,1.218
2004-03-31,1.2314
2004-04-01,1.2359
2004-04-02,1.213
2004-04-05,1.1999
2004-04-06,1.2134
2004-04-07,1.2165
2004-04-08,1.2079
2004-04-09,1.2094
2004-04-12,1.2067
2004-04-13,1.1936
2004-04-14,1.1956
2004-04-15,1.1972
2004-04-16,1.1993
2004-04-19,1.2001
2004-04-20,1.1842
2004-04-21,1.182
2004-04-22,1.1921
2004-04-23,1.1841
2004-04-26,1.1857
2004-04-27,1.1921
2004-04-28,1.1835
2004-04-29,1.1959
2004-04-30,1.1979
2004-05-03,1.193
2004-05-04,1.2088
2004-05-05,1.2171
2004-05-06,1.2071
2004-05-07,1.1886
2004-05-10,1.184
2004-05-11,1.1861
2004-05-12,1.1904
2004-05-13,1.1821
2004-05-14,1.188
2004-05-17,1.2004
2004-05-18,1.1939
2004-05-19,1.201
2004-05-20,1.1957
2004-05-21,1.2022
2004-05-24,1.1993
2004-05-25,1.2092
2004-05-26,1.2107
2004-05-27,1.2266
2004-05-28,1.2209
2004-05-31,1.2194
2004-06-01,1.2226
2004-06-02,1.2221
2004-06-03,1.2216
2004-06-04,1.2289
2004-06-07,1.231
2004-06-08,1.2259
2004-06-09,1.204
2004-06-10,1.2101
2004-06-11,1.2007
2004-06-14,1.2059
2004-06-15,1.2158
2004-06-16,1.2006
2004-06-17,1.2061
2004-06-18,1.2137
2004-06-21,1.2108
2004-06-22,1.2094
2004-06-23,1.2081
2004-06-24,1.2169
2004-06-25,1.215
2004-06-28,1.2183
2004-06-29,1.2078
2004-06-30,1.2172
2004-07-01,1.2169
2004-07-02,1.2321
2004-07-05,1.2294
2004-07-06,1.228
2004-07-07,1.2366
2004-07-08,1.2389
2004-07-09,1.241
2004-07-12,1.2401
2004-07-13,1.2332
2004-07-14,1.2381
2004-07-15,1.2353
2004-07-16,1.2446
2004-07-19,1.2439
2004-07-20,1.2323
2004-07-21,1.2273
2004-07-22,1.2251
2004-07-23,1.2092
2004-07-26,1.2134
2004-07-27,1.2051
2004-07-28,1.205
2004-07-29,1.2036
2004-07-30,1.2007
2004-08-02,1.2015
2004-08-03,1.205
2004-08-04,1.2055
2004-08-05,1.2056
2004-08-06,1.228
2004-08-09,1.2266
2004-08-10,1.223
2004-08-11,1.2216
2004-08-12,1.2244
2004-08-13,1.2372
2004-08-16,1.2352
2004-08-17,1.2352
2004-08-18,1.233
2004-08-19,1.2365
2004-08-20,1.2304
2004-08-23,1.213
2004-08-24,1.2079
2004-08-25,1.208
2004-08-26,1.2101
2004-08-27,1.2012
2004-08-30,1.2043
2004-08-31,1.2174
2004-09-01,1.2193
2004-09-02,1.217
2004-09-03,1.2056
2004-09-06,1.2062
2004-09-07,1.2102
2004-09-08,1.2181
2004-09-09,1.2237
2004-09-10,1.2266
2004-09-13,1.2258
2004-09-14,1.2256
2004-09-15,1.215
2004-09-16,1.2184
2004-09-17,1.2173
2004-09-20,1.2165
2004-09-21,1.2325
2004-09-22,1.2263
2004-09-23,1.2268
2004-09-24,1.2274
2004-09-27,1.2295
2004-09-28,1.2323
2004-09-29,1.2331
2004-09-30,1.2431
2004-10-01,1.2407
2004-10-04,1.2286
2004-10-05,1.2309
2004-10-06,1.2273
2004-10-07,1.2295
2004-10-08,1.2409
2004-10-11,1.238
2004-10-12,1.2318
2004-10-13,1.2339
2004-10-14,1.2381
2004-10-15,1.2474
2004-10-18,1.2488
2004-10-19,1.2512
2004-10-20,1.2575
2004-10-21,1.2609
2004-10-22,1.2684
2004-10-25,1.2795
2004-10-26,1.2745
2004-10-27,1.2696
2004-10-28,1.2742
2004-10-29,1.2783
2004-11-01,1.2747
2004-11-02,1.2739
2004-11-03,1.2822
2004-11-04,1.2869
2004-11-05,1.2942
2004-11-08,1.2914
2004-11-09,1.2897
2004-11-10,1.2888
2004-11-11,1.2899
2004-11-12,1.2979
2004-11-15,1.2943
2004-11-16,1.2953
2004-11-17,1.3029
2004-11-18,1.2958
2004-11-19,1.3015
2004-11-22,1.3042
2004-11-23,1.3084
2004-11-24,1.3184
2004-11-25,1.3273
2004-11-26,1.3293
2004-11-29,1.3274
2004-11-30,1.3281
2004-12-01,1.3344
2004-12-02,1.3265
2004-12-03,1.3456
2004-12-06,1.3402
2004-12-07,1.342
2004-12-08,1.3336
2004-12-09,1.3308
2004-12-10,1.3236
2004-12-13,1.3308
2004-12-14,1.3293
2004-12-15,1.34
2004-12-16,1.3242
2004-12-17,1.3306
2004-12-20,1.3393
2004-12-21,1.3366
2004-12-22,1.3387
2004-12-23,1.351
2004-12-24,1.3524
2004-12-27,1.3611
2004-12-28,1.3609
2004-12-29,1.3603
2004-12-30,1.3634
2004-12-31,1.3552
2005-01-03,1.3466
2005-01-04,1.3272
2005-01-05,1.3258
2005-01-06,1.3172
2005-01-07,1.305
2005-01-10,1.3075
2005-01-11,1.3106
2005-01-12,1.325
2005-01-13,1.3214
2005-01-14,1.3107
2005-01-17,1.3063
2005-01-18,1.3021
2005-01-19,1.3006
2005-01-20,1.2964
2005-01-21,1.3042
2005-01-24,1.3056
2005-01-25,1.297
2005-01-26,1.308
2005-01-27,1.3042
2005-01-28,1.3036
2005-01-31,1.3033
2005-02-01,1.3042
2005-02-02,1.3023
2005-02-03,1.297
2005-02-04,1.2872
2005-02-07,1.2755
2005-02-08,1.2762
2005-02-09,1.281
2005-02-10,1.2876
2005-02-11,1.2865
2005-02-14,1.2973
2005-02-15,1.3023
2005-02-16,1.303
2005-02-17,1.3068
2005-02-18,1.3065
2005-02-21,1.3063
2005-02-22,1.3257
2005-02-23,1.3208
2005-02-24,1.3193
2005-02-25,1.3244
2005-02-28,1.3222
2005-03-01,1.3183
2005-03-02,1.3132
2005-03-03,1.3106
2005-03-04,1.3236
2005-03-07,1.3209
2005-03-08,1.3341
2005-03-09,1.3389
2005-03-10,1.3415
2005-03-11,1.3453
2005-03-14,1.3365
2005-03-15,1.3306
2005-03-16,1.3416
2005-03-17,1.3375
2005-03-18,1.3323
2005-03-21,1.3155
2005-03-22,1.308
2005-03-23,1.2982
2005-03-24,1.2937
2005-03-25,1.2955
2005-03-28,1.2895
2005-03-29,1.2921
2005-03-30,1.2913
2005-03-31,1.2962
2005-04-01,1.2906
2005-04-04,1.2848
2005-04-05,1.2851
2005-04-06,1.2869
2005-04-07,1.2848
2005-04-08,1.292
2005-04-11,1.2968
2005-04-12,1.2916
2005-04-13,1.2919
2005-04-14,1.2799
2005-04-15,1.2898
2005-04-18,1.3023
2005-04-19,1.3054
2005-04-20,1.3084
2005-04-21,1.3047
2005-04-22,1.3064
2005-04-25,1.2987
2005-04-26,1.2987
2005-04-27,1.2921
2005-04-28,1.2901
2005-04-29,1.2869
2005-05-02,1.285
2005-05-03,1.2872
2005-05-04,1.2951
2005-05-05,1.2955
2005-05-06,1.2834
2005-05-09,1.2858
2005-05-10,1.2874
2005-05-11,1.2803
2005-05-12,1.2676
2005-05-13,1.2619
2005-05-16,1.2631
2005-05-17,1.2606
2005-05-18,1.2673
2005-05-19,1.2635
2005-05-20,1.255
2005-05-23,1.2568
2005-05-24,1.2576
2005-05-25,1.2599
2005-05-26,1.2511
2005-05-27,1.2571
2005-05-30,1.2473
2005-05-31,1.2305
2005-06-01,1.2199
2005-06-02,1.2276
2005-06-03,1.2227
2005-06-06,1.2258
2005-06-07,1.2281
2005-06-08,1.2233
2005-06-09,1.2225
2005-06-10,1.213
2005-06-13,1.2113
2005-06-14,1.2028
2005-06-15,1.2121
2005-06-16,1.2101
2005-06-17,1.2283
2005-06-20,1.2151
2005-06-21,1.2174
2005-06-22,1.2128
2005-06-23,1.2029
2005-06-24,1.2084
2005-06-27,1.2166
2005-06-28,1.2063
2005-06-29,1.207
2005-06-30,1.2092
2005-07-01,1.1939
2005-07-04,1.1896
2005-07-05,1.1915
2005-07-06,1.1931
2005-07-07,1.1948
2005-07-08,1.1974
2005-07-11,1.2071
2005-07-12,1.2238
2005-07-13,1.2078
2005-07-14,1.208
2005-07-15,1.204
2005-07-18,1.2073
