时间,期货持仓量:沪深300指数期货
2012-08-02,91402
2012-08-03,93422
2012-08-06,90652
2012-08-07,87380
2012-08-08,85927
2012-08-09,86219
2012-08-10,84304
2012-08-13,90971
2012-08-14,90143
2012-08-15,89544
2012-08-16,90395
2012-08-17,88043
2012-08-20,88086
2012-08-21,90487
2012-08-22,89893
2012-08-23,92060
2012-08-24,89012
2012-08-27,95925
2012-08-28,95737
2012-08-29,93775
2012-08-30,93765
2012-08-31,92676
2012-09-03,92046
2012-09-04,89947
2012-09-05,88528
2012-09-06,90110
2012-09-07,91208
2012-09-10,93143
2012-09-11,93401
2012-09-12,91133
2012-09-13,92808
2012-09-14,93792
2012-09-17,99418
2012-09-18,96941
2012-09-19,94471
2012-09-20,91965
2012-09-21,82884
2012-09-24,85751
2012-09-25,84013
2012-09-26,84269
2012-09-27,87214
2012-09-28,80495
2012-10-08,82779
2012-10-09,90107
2012-10-10,89009
2012-10-11,90256
2012-10-12,87372
2012-10-15,91103
2012-10-16,91060
2012-10-17,91737
2012-10-18,98798
2012-10-19,90318
2012-10-22,94540
2012-10-23,94626
2012-10-24,93610
2012-10-25,98869
2012-10-26,96190
2012-10-29,95121
2012-10-30,95273
2012-10-31,94016
2012-11-01,96142
2012-11-02,94048
2012-11-05,92076
2012-11-06,94961
2012-11-07,96663
2012-11-08,97113
2012-11-09,95771
2012-11-12,96534
2012-11-13,95169
2012-11-14,93744
2012-11-15,91409
2012-11-16,85702
2012-11-19,88502
2012-11-20,88359
2012-11-21,90635
2012-11-22,89417
2012-11-23,88806
2012-11-26,88920
2012-11-27,93959
2012-11-28,99274
2012-11-29,102203
2012-11-30,97785
2012-12-03,103651
2012-12-04,105486
2012-12-05,98480
2012-12-06,96169
2012-12-07,91493
2012-12-10,93546
2012-12-11,90859
2012-12-12,94006
2012-12-13,91367
2012-12-14,98853
2012-12-17,99456
2012-12-18,97792
2012-12-19,99726
2012-12-20,107347
2012-12-21,97360
2012-12-24,104561
2012-12-25,105817
2012-12-26,103697
2012-12-27,105122
2012-12-28,107539
2012-12-31,110386
2013-01-04,109773
2013-01-07,109552
2013-01-08,107542
2013-01-09,108196
2013-01-10,109526
2013-01-11,112603
2013-01-14,120439
2013-01-15,114733
2013-01-16,109867
2013-01-17,104363
2013-01-18,105317
2013-01-21,104127
2013-01-22,98419
2013-01-23,101117
2013-01-24,103539
2013-01-25,106572
2013-01-28,113146
2013-01-29,102963
2013-01-30,101852
2013-01-31,104251
2013-02-01,109338
2013-02-04,114313
2013-02-05,123140
2013-02-06,124062
2013-02-07,133907
2013-02-08,131654
2013-02-18,126774
2013-02-19,133050
2013-02-20,134810
2013-02-21,115438
2013-02-22,114643
2013-02-25,111773
2013-02-26,103045
2013-02-27,101447
2013-02-28,103619
2013-03-01,95866
2013-03-04,111955
2013-03-05,106372
2013-03-06,102210
2013-03-07,101051
2013-03-08,102207
2013-03-11,104188
2013-03-12,102028
2013-03-13,100159
2013-03-14,99021
2013-03-15,90300
2013-03-18,99398
2013-03-19,100650
2013-03-20,104617
2013-03-21,106688
2013-03-22,107878
2013-03-25,109539
2013-03-26,104634
2013-03-27,105930
2013-03-28,104433
2013-03-29,101567
2013-04-01,102107
2013-04-02,102236
2013-04-03,102995
2013-04-08,109426
2013-04-09,105436
2013-04-10,105652
2013-04-11,111321
2013-04-12,103694
2013-04-15,104449
2013-04-16,106923
2013-04-17,101963
2013-04-18,104510
2013-04-19,109013
2013-04-22,111159
2013-04-23,105823
2013-04-24,104362
2013-04-25,106897
2013-04-26,99668
2013-05-02,101034
2013-05-03,104166
2013-05-06,106077
2013-05-07,107476
2013-05-08,121968
2013-05-09,118829
2013-05-10,124266
2013-05-13,128156
2013-05-14,125398
2013-05-15,122091
2013-05-16,113853
2013-05-17,120177
2013-05-20,121507
2013-05-21,125638
2013-05-22,126735
2013-05-23,126626
2013-05-24,124184
2013-05-27,126101
2013-05-28,132135
2013-05-29,129071
2013-05-30,131388
2013-05-31,127615
2013-06-03,129379
2013-06-04,130483
2013-06-05,132421
2013-06-06,133937
2013-06-07,128624
2013-06-13,127580
2013-06-14,119838
2013-06-17,116969
2013-06-18,113250
2013-06-19,111263
2013-06-20,115579
2013-06-21,108595
2013-06-24,115545
2013-06-25,95519
2013-06-26,91034
2013-06-27,91257
2013-06-28,79907
2013-07-01,81180
2013-07-02,82857
2013-07-03,85207
2013-07-04,88787
2013-07-05,92077
2013-07-08,91457
2013-07-09,93324
2013-07-10,97645
2013-07-11,88363
2013-07-12,80325
2013-07-15,82493
2013-07-16,84890
2013-07-17,85762
2013-07-18,81851
2013-07-19,87832
2013-07-22,88400
2013-07-23,86223
2013-07-24,86992
2013-07-25,86294
2013-07-26,85216
2013-07-29,92134
2013-07-30,96654
2013-07-31,97125
2013-08-01,98306
2013-08-02,92981
2013-08-05,97581
2013-08-06,99782
2013-08-07,97792
2013-08-08,98059
2013-08-09,94972
2013-08-12,107174
2013-08-13,100055
2013-08-14,98020
2013-08-15,94572
2013-08-16,91145
2013-08-19,95721
2013-08-20,97276
2013-08-21,96402
2013-08-22,101075
2013-08-23,101956
2013-08-26,106439
2013-08-27,97538
2013-08-28,96694
2013-08-29,92075
2013-08-30,92545
2013-09-02,94830
2013-09-03,95219
2013-09-04,92717
2013-09-05,91716
2013-09-06,91988
2013-09-09,98159
2013-09-10,100009
2013-09-11,104486
2013-09-12,106205
2013-09-13,103783
2013-09-16,106746
2013-09-17,102840
2013-09-18,94018
2013-09-23,95034
2013-09-24,94750
2013-09-25,95919
2013-09-26,96251
2013-09-27,89127
2013-09-30,85614
2013-10-08,89566
2013-10-09,90379
2013-10-10,88403
2013-10-11,83889
2013-10-14,87659
2013-10-15,88578
2013-10-16,96727
2013-10-17,96296
2013-10-18,87928
2013-10-21,96534
2013-10-22,95215
2013-10-23,98260
2013-10-24,101768
2013-10-25,102093
2013-10-28,101513
2013-10-29,99664
2013-10-30,98040
2013-10-31,95616
2013-11-01,97476
2013-11-04,101249
2013-11-05,100813
2013-11-06,106612
2013-11-07,105039
2013-11-08,110552
2013-11-11,106427
2013-11-12,104005
2013-11-13,110932
2013-11-14,105806
2013-11-15,98819
2013-11-18,107667
2013-11-19,103977
2013-11-20,105873
2013-11-21,103395
2013-11-22,106641
2013-11-25,113385
2013-11-26,113159
2013-11-27,114109
2013-11-28,119845
2013-11-29,116977
2013-12-02,120266
2013-12-03,121425
2013-12-04,126590
2013-12-05,123623
2013-12-06,123355
2013-12-09,128575
2013-12-10,128370
2013-12-11,134555
2013-12-12,132938
2013-12-13,126134
2013-12-16,133236
2013-12-17,132606
2013-12-18,128660
2013-12-19,131250
2013-12-20,120804
2013-12-23,121368
2013-12-24,121973
2013-12-25,122305
2013-12-26,128397
2013-12-27,125146
2013-12-30,126640
2013-12-31,119534
2014-01-02,126088
2014-01-03,128757
2014-01-06,125769
2014-01-07,121308
2014-01-08,123086
2014-01-09,127687
2014-01-10,125779
2014-01-13,128668
2014-01-14,123782
2014-01-15,121916
2014-01-16,117892
2014-01-17,112312
2014-01-20,118927
2014-01-21,117073
2014-01-22,119931
2014-01-23,117048
2014-01-24,114650
2014-01-27,117184
2014-01-28,116723
2014-01-29,115807
2014-01-30,115880
2014-02-07,119132
2014-02-10,118228
2014-02-11,117633
2014-02-12,117596
2014-02-13,118119
2014-02-14,117398
2014-02-17,117293
2014-02-18,119072
2014-02-19,118529
2014-02-20,121648
2014-02-21,115322
2014-02-24,116018
2014-02-25,123579
2014-02-26,122176
2014-02-27,122318
2014-02-28,119527
2014-03-03,122813
2014-03-04,124278
2014-03-05,131781
2014-03-06,124993
2014-03-07,128389
2014-03-10,132874
2014-03-11,127194
2014-03-12,128725
2014-03-13,131224
2014-03-14,129084
2014-03-17,123048
2014-03-18,129906
2014-03-19,124092
2014-03-20,134744
2014-03-21,119521
2014-03-24,121255
2014-03-25,121561
2014-03-26,122111
2014-03-27,120740
2014-03-28,119502
2014-03-31,120732
2014-04-01,123981
2014-04-02,124745
2014-04-03,130675
2014-04-04,131047
2014-04-08,139729
2014-04-09,137081
2014-04-10,137769
2014-04-11,133251
2014-04-14,134958
2014-04-15,134127
2014-04-16,136645
2014-04-17,139142
2014-04-18,129241
2014-04-21,135999
2014-04-22,131747
2014-04-23,131058
2014-04-24,131567
2014-04-25,131540
2014-04-28,138581
2014-04-29,134220
2014-04-30,131100
2014-05-05,136830
2014-05-06,142059
2014-05-07,144570
2014-05-08,143988
2014-05-09,144703
2014-05-12,147623
2014-05-13,146919
2014-05-14,148385
2014-05-15,146074
2014-05-16,142655
2014-05-19,151359
2014-05-20,152963
2014-05-21,152645
2014-05-22,153786
2014-05-23,148485
2014-05-26,155912
2014-05-27,155844
2014-05-28,161971
2014-05-29,162094
2014-05-30,155054
2014-06-03,165084
2014-06-04,170038
2014-06-05,165439
2014-06-06,163736
2014-06-09,164220
2014-06-10,169840
2014-06-11,170007
2014-06-12,169966
2014-06-13,177970
2014-06-16,182000
2014-06-17,183801
2014-06-18,184126
2014-06-19,189052
2014-06-20,178758
2014-06-23,181614
2014-06-24,175996
2014-06-25,179252
2014-06-26,176290
2014-06-27,171136
2014-06-30,170584
2014-07-01,173840
2014-07-02,175982
2014-07-03,176202
2014-07-04,170047
2014-07-07,171482
2014-07-08,172711
2014-07-09,177827
2014-07-10,177100
2014-07-11,169084
2014-07-14,167897
2014-07-15,164836
2014-07-16,163685
2014-07-17,162419
2014-07-18,150327
2014-07-21,154886
2014-07-22,165409
2014-07-23,164138
2014-07-24,171650
2014-07-25,168928
2014-07-28,177939
2014-07-29,176881
2014-07-30,179661
2014-07-31,186322
2014-08-01,184512
2014-08-04,194307
2014-08-05,191669
2014-08-06,188203
2014-08-07,188245
2014-08-08,182253
2014-08-11,184345
2014-08-12,177995
2014-08-13,176785
2014-08-14,173051
2014-08-15,170644
2014-08-18,169829
2014-08-19,165944
2014-08-20,164891
2014-08-21,162972
2014-08-22,162090
2014-08-25,164252
2014-08-26,167197
2014-08-27,167020
2014-08-28,170582
2014-08-29,168380
2014-09-01,165376
2014-09-02,172717
2014-09-03,176364
2014-09-04,184616
2014-09-05,198622
2014-09-09,197450
2014-09-10,190899
2014-09-11,186120
2014-09-12,184825
2014-09-15,186163
2014-09-16,194431
2014-09-17,188435
2014-09-18,183982
2014-09-19,173116
2014-09-22,170607
2014-09-23,173120
2014-09-24,199831
2014-09-25,198724
2014-09-26,197249
2014-09-29,192042
2014-09-30,183850
2014-10-08,184516
2014-10-09,185803
2014-10-10,177830
2014-10-13,176961
2014-10-14,171777
2014-10-15,164365
2014-10-16,168828
2014-10-17,166767
2014-10-20,171091
2014-10-21,176546
2014-10-22,179738
2014-10-23,177798
2014-10-24,181526
2014-10-27,185732
2014-10-28,184438
2014-10-29,181528
2014-10-30,183160
2014-10-31,189181
2014-11-03,193949
2014-11-04,189339
2014-11-05,190657
2014-11-06,202317
2014-11-07,191592
2014-11-10,200375
2014-11-11,199382
2014-11-12,202020
2014-11-13,198206
2014-11-14,191988
2014-11-17,197450
2014-11-18,206644
2014-11-19,200025
2014-11-20,207615
2014-11-21,201760
2014-11-24,206926
2014-11-25,216265
2014-11-26,218901
2014-11-27,216093
2014-11-28,211289
2014-12-01,212346
2014-12-02,209795
2014-12-03,214329
2014-12-04,228339
