时间,沪深300指数:涨跌点数
2021-08-06,-27.1056
2021-08-09,63.998
2021-08-10,57.5853
2021-08-11,-27.8074
2021-08-12,-41.9897
2021-08-13,-27.368
2021-08-16,-4.9153
2021-08-17,-103.6642
2021-08-18,56.835
2021-08-19,-32.099
2021-08-20,-92.8716
2021-08-23,66.6104
2021-08-24,52.512
2021-08-25,9.767
2021-08-26,-96.5478
2021-08-27,25.4339
2021-08-30,-13.773
2021-08-31,-7.6604
2021-09-01,63.8488
2021-09-02,-0.0474
2021-09-03,-26.3489
2021-09-06,90.6638
2021-09-07,59.1032
2021-09-08,-20.697
2021-09-09,-2.1191
2021-09-10,43.5086
2021-09-13,-21.8621
2021-09-14,-74.4981
2021-09-15,-49.843
2021-09-16,-59.6209
2021-09-17,48.2424
2021-09-22,-34.1727
2021-09-23,31.4282
2021-09-24,-3.768
2021-09-27,27.9421
2021-09-28,6.4582
2021-09-29,-49.8999
2021-09-30,32.4545
2021-10-08,63.5583
2021-10-11,6.2509
2021-10-12,-52.3549
2021-10-13,56.272
2021-10-14,-26.4966
2021-10-15,18.4961
2021-10-18,-57.3331
2021-10-19,47.9479
2021-10-20,-12.5386
2021-10-21,17.831
2021-10-22,31.7098
2021-10-25,19.7981
2021-10-26,-16.4251
2021-10-27,-64.934
2021-10-28,-34.0264
2021-10-29,44.6321
2021-11-01,-18.085
2021-11-02,-50.8394
2021-11-03,-18.7338
2021-11-04,47.63
2021-11-05,-26.3961
2021-11-08,5.8337
2021-11-09,-1.4351
2021-11-10,-25.5519
2021-11-11,77.4604
2021-11-12,-10.278
2021-11-15,-5.9972
2021-11-16,0.9429
2021-11-17,2.4338
2021-11-18,-48.1359
2021-11-19,52.439
2021-11-22,22.3415
2021-11-23,0.9467
2021-11-24,3.3122
2021-11-25,-20.2163
2021-11-26,-36.3151
2021-11-29,-8.7035
2021-11-30,-19.397
2021-12-01,11.825
2021-12-02,12.312
2021-12-03,44.8545
2021-12-06,-8.3966
2021-12-07,29.4806
2021-12-08,73.8283
2021-12-09,82.7603
2021-12-10,-23.5729
2021-12-13,28.6835
2021-12-14,-34.1054
2021-12-15,-43.7962
2021-12-16,28.833
2021-12-17,-79.9722
2021-12-20,-74.3421
2021-12-21,33.0675
2021-12-22,0.9691
2021-12-23,34.2845
2021-12-24,-27.394
2021-12-27,-2.0211
2021-12-28,36.6406
2021-12-29,-72.484
2021-12-30,38.0305
2021-12-31,18.8624
2022-01-04,-22.608
2022-01-05,-49.6451
2022-01-06,-49.8884
2022-01-07,4.1371
2022-01-10,21.6762
2022-01-11,-46.2716
2022-01-12,47.8052
2022-01-13,-79.6596
2022-01-14,-39.1874
2022-01-17,40.5445
2022-01-18,46.071
2022-01-19,-32.9688
2022-01-20,43.1307
2022-01-21,-44.1949
2022-01-24,7.4235
2022-01-25,-108.2866
2022-01-26,33.8598
2022-01-27,-92.4344
2022-01-28,-56.1045
2022-02-07,70.3179
2022-02-08,-25.317
2022-02-09,43.288
2022-02-10,-12.1984
2022-02-11,-38.4672
2022-02-14,-49.7075
2022-02-15,48.4147
2022-02-16,17.8868
2022-02-17,11.1756
2022-02-18,22.0709
2022-02-21,-16.9217
2022-02-22,-60.1614
2022-02-23,48.8938
2022-02-24,-93.7276
2022-02-25,44.1058
2022-02-28,8.2212
2022-03-01,38.0403
2022-03-02,-41.0855
2022-03-03,-26.9724
2022-03-04,-55.1982
2022-03-07,-143.6526
2022-03-08,-87.3865
2022-03-09,-39.0447
2022-03-10,66.4911
2022-03-11,13.6843
2022-03-14,-131.764
2022-03-15,-190.9457
2022-03-16,172.269
2022-03-17,81.6146
2022-03-18,28.2061
2022-03-21,-7.1558
2022-03-22,-3.4509
2022-03-23,21.2224
2022-03-24,-25.2113
2022-03-25,-76.7319
2022-03-28,-26.1079
2022-03-29,-14.3222
2022-03-30,119.9548
2022-03-31,-31.5021
2022-04-01,53.5612
2022-04-06,-12.3169
2022-04-07,-54.7413
2022-04-08,21.6671
2022-04-11,-130.6966
2022-04-12,79.9024
2022-04-13,-40.2357
2022-04-14,51.8314
2022-04-15,-2.8212
2022-04-18,-22.3628
2022-04-19,-31.4827
2022-04-20,-64.1128
2022-04-21,-74.9589
2022-04-22,17.4198
2022-04-25,-198.3371
2022-04-26,-30.7929
2022-04-27,111.4163
2022-04-28,25.5712
2022-04-29,95.1337
2022-05-05,-6.0308
2022-05-06,-101.3952
2022-05-09,-31.3786
2022-05-10,42.432
2022-05-11,56.5547
2022-05-12,-17.6831
2022-05-13,29.8602
2022-05-16,-32.0624
2022-05-17,49.3556
2022-05-18,-13.9865
2022-05-19,7.6915
2022-05-20,78.0014
2022-05-23,-23.6175
2022-05-24,-94.8282
2022-05-25,24.0243
2022-05-26,9.8662
2022-05-27,8.2542
2022-05-30,27.7191
2022-05-31,62.4997
2022-06-01,-8.3404
2022-06-02,6.391
2022-06-06,76.5168
2022-06-07,13.0435
2022-06-08,40.6837
2022-06-09,-44.1375
2022-06-10,63.3189
2022-06-13,-49.6409
2022-06-14,32.9587
2022-06-15,55.9064
2022-06-16,-28.1564
2022-06-17,58.983
2022-06-20,21.3884
2022-06-21,-4.8671
2022-06-22,-54.943
2022-06-23,73.2554
2022-06-24,50.8942
2022-06-27,49.4916
2022-06-28,46.2527
2022-06-29,-69.1596
2022-06-30,63.6538
2022-07-01,-18.2929
2022-07-04,29.3124
2022-07-05,-6.492
2022-07-06,-65.5685
2022-07-07,19.5038
2022-07-08,-14.6926
2022-07-11,-74.1643
2022-07-12,-40.9983
2022-07-13,7.8433
2022-07-14,0.6125
2022-07-15,-73.5469
2022-07-18,44.0585
2022-07-19,-23.2457
2022-07-20,14.4626
2022-07-21,-47.7449
2022-07-22,2.1763
2022-07-25,-25.59
2022-07-26,33.3317
2022-07-27,-20.9401
2022-07-28,0.6376
2022-07-29,-55.5714
2022-08-01,18.5765
2022-08-02,-81.6544
2022-08-03,-40.0486
2022-08-04,34.5613
2022-08-05,55.3744
2022-08-08,-8.8365
2022-08-09,8.2161
2022-08-10,-46.5534
2022-08-11,83.8055
2022-08-12,-2.3908
2022-08-15,-5.4726
2022-08-16,-7.8424
2022-08-17,39.1216
2022-08-18,-36.859
2022-08-19,-29.0258
2022-08-22,30.3227
2022-08-23,-20.3142
2022-08-24,-78.6628
2022-08-25,33.8201
2022-08-26,-8.6941
2022-08-29,-18.025
2022-08-30,-13.7268
2022-08-31,3.0465
2022-09-01,-35.1007
2022-09-02,-20.1264
2022-09-05,-8.1867
2022-09-06,36.8538
2022-09-07,2.7028
2022-09-08,-17.2991
2022-09-09,56.1035
2022-09-13,17.3271
2022-09-14,-45.7555
2022-09-15,-38.2404
2022-09-16,-94.436
2022-09-19,-4.6825
2022-09-20,4.836
2022-09-21,-29.1013
2022-09-22,-34.3908
2022-09-23,-13.3228
2022-09-26,-19.3439
2022-09-27,55.6177
2022-09-28,-63.5852
2022-09-29,-1.5664
2022-09-30,-22.2581
2022-10-10,-83.9488
2022-10-11,6.7502
2022-10-12,56.6197
2022-10-13,-31.6335
2022-10-14,89.7969
2022-10-17,3.9421
2022-10-18,-8.1452
2022-10-19,-61.7332
2022-10-20,-21.6066
2022-10-21,-12.034
2022-10-24,-109.5196
2022-10-25,-5.9191
2022-10-26,29.4485
2022-10-27,-25.7579
2022-10-28,-89.8153
2022-10-31,-32.6261
2022-11-01,125.4698
2022-11-02,43.6319
2022-11-03,-29.9085
2022-11-04,119.278
2022-11-07,8.1225
2022-11-08,-25.972
2022-11-09,-35.0547
2022-11-10,-28.5819
2022-11-11,102.7502
2022-11-14,5.5784
2022-11-15,71.9555
2022-11-16,-31.5827
2022-11-17,-15.7259
2022-11-18,-17.0954
2022-11-21,-32.4417
2022-11-22,0.4458
2022-11-23,3.956
2022-11-24,-16.7205
2022-11-25,18.9682
2022-11-28,-42.534
2022-11-29,115.18
2022-11-30,4.6141
2022-12-01,41.7322
2022-12-02,-23.8209
2022-12-05,75.9281
2022-12-06,21.322
2022-12-07,-9.757
2022-12-08,0.7389
2022-12-09,39.0644
2022-12-12,-44.8009
2022-12-13,-7.762
2022-12-14,9.2044
2022-12-15,-2.8972
2022-12-16,2.2385
2022-12-19,-61.0063
2022-12-20,-64.2034
2022-12-21,1.5211
2022-12-22,5.4896
2022-12-23,-7.8092
2022-12-26,15.2699
2022-12-27,44.3653
2022-12-28,-16.5896
2022-12-29,-14.5637
2022-12-30,14.9331
2023-01-03,16.2654
2023-01-04,5.0485
2023-01-05,75.6305
2023-01-06,12.3106
2023-01-09,32.2308
2023-01-10,4.3541
2023-01-11,-7.4428
2023-01-12,7.8383
2023-01-13,56.508
2023-01-16,63.5871
2023-01-17,-0.7221
2023-01-18,-6.9279
2023-01-19,25.6934
2023-01-20,25.519
2023-01-30,19.8183
2023-01-31,-44.4872
2023-02-01,39.0754
2023-02-02,-14.7839
2023-02-03,-39.5174
2023-02-06,-54.754
2023-02-07,7.3556
2023-02-08,-18.0924
2023-02-09,54.7154
2023-02-10,-24.5468
2023-02-13,37.2643
2023-02-14,1.7162
2023-02-15,-21.6009
2023-02-16,-30.2017
2023-02-17,-58.9806
2023-02-20,98.9826
2023-02-21,10.864
2023-02-22,-37.403
2023-02-23,-3.3043
2023-02-24,-42.6006
2023-02-27,-17.2013
2023-02-28,25.6143
2023-03-01,57.4828
2023-03-02,-9.2038
2023-03-03,12.8136
2023-03-06,-21.5411
2023-03-07,-60.1583
2023-03-08,-14.7442
2023-03-09,-14.2572
2023-03-10,-52.7153
2023-03-13,41.5508
2023-03-14,-23.9904
2023-03-15,2.2064
2023-03-16,-47.7515
2023-03-17,19.6689
2023-03-20,-19.7424
2023-03-21,43.3012
2023-03-22,17.0645
2023-03-23,39.6468
2023-03-24,-12.0438
2023-03-27,-14.5686
2023-03-28,-12.9624
2023-03-29,6.6293
2023-03-30,32.3817
2023-03-31,12.4
2023-04-03,39.6419
2023-04-04,12.5376
2023-04-06,-6.4652
2023-04-07,26.6399
2023-04-10,-18.4681
2023-04-11,-4.6639
2023-04-12,-2.8603
2023-04-13,-28.309
2023-04-14,23.0202
2023-04-17,57.3848
2023-04-18,12.6484
2023-04-19,-37.4731
2023-04-20,-11.5397
2023-04-21,-80.452
2023-04-24,-49.9243
2023-04-25,-19.9771
2023-04-26,-3.4335
2023-04-27,29.1862
2023-04-28,40.6673
2023-05-04,1.1613
2023-05-05,-13.3697
2023-05-08,45.785
2023-05-09,-34.787
2023-05-10,-31.0059
2023-05-11,-6.2058
2023-05-12,-52.9015
2023-05-15,61.125
2023-05-16,-20.6818
2023-05-17,-18.0404
2023-05-18,-4.0949
2023-05-19,-11.5298
2023-05-22,24.7874
2023-05-23,-56.1395
2023-05-24,-54.0947
2023-05-25,-8.5939
2023-05-26,0.4515
2023-05-29,-17.0095
2023-05-30,3.8115
2023-05-31,-39.2097
2023-06-01,8.3245
2023-06-02,54.9658
2023-06-05,-17.5845
2023-06-06,-36.0863
2023-06-07,-18.8211
2023-06-08,30.8449
2023-06-09,16.5159
2023-06-12,7.7298
2023-06-13,20.475
2023-06-14,-0.8827
2023-06-15,61.4747
2023-06-16,37.8515
2023-06-19,-32.443
2023-06-20,-6.6702
2023-06-21,-60.2054
2023-06-26,-54.3361
2023-06-27,35.7372
2023-06-28,-4.6348
2023-06-29,-18.9551
2023-06-30,20.6081
2023-07-03,50.4305
2023-07-04,6.1312
2023-07-05,-30.2079
2023-07-06,-26.0507
2023-07-07,-17.0559
2023-07-10,18.6281
2023-07-11,25.1592
2023-07-12,-26.0492
2023-07-13,54.986
2023-07-14,0.6798
2023-07-17,-31.9278
2023-07-18,-12.2356
2023-07-19,-4.073
2023-07-20,-27.1717
2023-07-21,-1.7846
2023-07-24,-16.689
2023-07-25,109.8943
2023-07-26,-8.1025
2023-07-27,-4.667
2023-07-28,90.3918
2023-07-31,21.8925
2023-08-01,-16.6291
2023-08-02,-28.106
2023-08-03,35.0889
2023-08-04,15.5953
2023-08-07,-30.4261
2023-08-08,-10.4209
2023-08-09,-12.167
2023-08-10,8.1514
2023-08-11,-91.4628
2023-08-14,-28.3477
2023-08-15,-9.3704
2023-08-16,-28.2019
2023-08-17,12.767
2023-08-18,-47.097
2023-08-21,-54.4488
2023-08-22,28.6721
2023-08-23,-61.5932
2023-08-24,26.7954
2023-08-25,-14.2776
2023-08-28,43.4677
2023-08-29,37.4873
2023-08-30,-1.597
2023-08-31,-23.2419
2023-09-01,26.2234
2023-09-04,57.4605
2023-09-05,-28.6343
2023-09-06,-8.2891
2023-09-07,-53.5535
2023-09-08,-18.4821
2023-09-11,27.5443
2023-09-12,-6.9322
2023-09-13,-23.9535
2023-09-14,-3.1436
2023-09-15,-24.7311
2023-09-18,18.9344
2023-09-19,-7.2089
2023-09-20,-14.8123
2023-09-21,-33.245
2023-09-22,66.4879
2023-09-25,-24.329
2023-09-26,-21.7109
2023-09-27,7.6022
2023-09-28,-10.9778
2023-10-09,-4.79
2023-10-10,-27.6013
2023-10-11,10.4224
2023-10-12,34.8341
2023-10-13,-38.972
2023-10-16,-36.8132
2023-10-17,12.8046
2023-10-18,-28.8251
2023-10-19,-77.0322
2023-10-20,-22.9556
2023-10-23,-36.3451
2023-10-24,12.8864
2023-10-25,17.3274
2023-10-26,9.6872
2023-10-27,48.2403
2023-10-30,21.3867
2023-10-31,-11.2662
2023-11-01,-1.4788
2023-11-02,-16.8379
2023-11-03,29.9475
2023-11-06,48.472
2023-11-07,-12.8491
2023-11-08,-8.687
2023-11-09,1.754
2023-11-10,-26.337
2023-11-13,-7.0752
2023-11-14,2.6443
2023-11-15,25.187
2023-11-16,-34.8813
2023-11-17,-4.2956
2023-11-20,8.2548
2023-11-21,4.7441
2023-11-22,-36.6512
2023-11-23,17.1042
2023-11-24,-23.5117
2023-11-27,-26.0663
2023-11-28,6.5808
2023-11-29,-30.2159
2023-11-30,7.8955
2023-12-01,-13.3215
2023-12-04,-22.7433
2023-12-05,-65.8809
2023-12-06,5.3409
2023-12-07,-8.3157
2023-12-08,8.1795
2023-12-11,19.993
2023-12-12,7.3482
2023-12-13,-57.198
2023-12-14,-17.6411
2023-12-15,-10.4122
2023-12-18,-12.186
2023-12-19,4.6755
2023-12-20,-36.539
2023-12-21,33.3676
2023-12-22,6.3583
2023-12-25,10.2227
2023-12-26,-22.6606
2023-12-27,11.567
2023-12-28,78.1831
2023-12-29,16.5696
2024-01-02,-44.7577
2024-01-03,-8.0551
2024-01-04,-31.2452
2024-01-05,-17.9405
2024-01-08,-43.055
2024-01-09,6.443
2024-01-10,-15.3704
2024-01-11,18.5427
2024-01-12,-11.505
2024-01-15,-3.2472
2024-01-16,19.9567
2024-01-17,-71.7942
2024-01-18,45.6466
2024-01-19,-4.9523
2024-01-22,-50.8747
2024-01-23,13.0313
2024-01-24,45.176
2024-01-25,65.81
2024-01-26,-9.0976
2024-01-29,-29.8609
2024-01-30,-58.9217
2024-01-31,-29.6869
2024-02-01,2.3591
2024-02-02,-38.0833
2024-02-05,20.7942
2024-02-06,111.2704
2024-02-07,31.9381
2024-02-08,21.2994
2024-02-19,38.8781
2024-02-20,7.0464
2024-02-21,46.0171
2024-02-22,29.8034
2024-02-23,3.0669
2024-02-26,-36.3831
2024-02-27,41.4289
2024-02-28,-44.5276
2024-02-29,65.8228
2024-03-01,21.7212
2024-03-04,3.0648
2024-03-05,24.6457
2024-03-06,-14.4662
2024-03-07,-21.3286
2024-03-08,15.1904
2024-03-11,44.3536
2024-03-12,8.2304
2024-03-13,-25.1329
2024-03-14,-10.1381
2024-03-15,7.7701
2024-03-18,33.535
2024-03-19,-25.8977
2024-03-20,7.7535
2024-03-21,-4.2936
2024-03-22,-36.0879
2024-03-25,-19.2389
2024-03-26,17.9833
2024-03-27,-40.9601
2024-03-28,18.1782
2024-03-29,16.5195
2024-04-01,58.1623
2024-04-02,-14.9707
2024-04-03,-12.8728
2024-04-08,-31.3954
2024-04-09,-2.9206
2024-04-10,-28.7785
2024-04-11,-0.4639
2024-04-12,-28.4058
2024-04-15,73.237
2024-04-16,-37.9613
2024-04-17,54.2884
2024-04-18,4.3988
2024-04-19,-28.1399
2024-04-22,-10.7574
2024-04-23,-24.6796
2024-04-24,15.397
2024-04-25,8.6594
2024-04-26,53.9873
2024-04-29,39.6438
2024-04-30,-19.5181
2024-05-06,53.4824
2024-05-07,1.1309
2024-05-08,-28.7843
2024-05-09,34.3377
2024-05-10,1.7161
2024-05-13,-1.5864
2024-05-14,-7.6453
2024-05-15,-30.9895
2024-05-16,14.3033
2024-05-17,37.6104
2024-05-20,12.9927
2024-05-21,-14.8012
2024-05-22,8.2899
2024-05-23,-42.6593
2024-05-24,-40.3163
2024-05-27,34.2325
2024-05-28,-26.5355
2024-05-29,4.3499
2024-05-30,-19.2102
2024-05-31,-14.3874
2024-06-03,8.8236
2024-06-04,26.9231
2024-06-05,-20.8778
2024-06-06,-2.5482
2024-06-07,-18.1311
2024-06-11,-31.2372
2024-06-12,1.2454
2024-06-13,-17.9919
2024-06-14,15.4025
2024-06-17,-5.3345
2024-06-18,9.3916
2024-06-19,-16.8412
2024-06-20,-25.4673
2024-06-21,-7.6619
2024-06-24,-18.8096
2024-06-25,-18.9079
2024-06-26,22.3625
2024-06-27,-26.1473
2024-06-28,7.5395
2024-07-01,16.5257
2024-07-02,-6.397
2024-07-03,-8.3716
2024-07-04,-17.6013
2024-07-05,-14.7523
2024-07-08,-29.3001
2024-07-09,38.0507
2024-07-10,-10.8454
2024-07-11,39.2033
2024-07-12,4.2324
2024-07-15,3.8453
2024-07-16,22.036
2024-07-17,3.3009
2024-07-18,19.3474
2024-07-19,18.0846
2024-07-22,-24.0907
2024-07-23,-75.047
2024-07-24,-21.7116
2024-07-25,-18.8947
2024-07-26,10.0215
2024-07-29,-18.5511
2024-07-30,-21.3599
2024-07-31,72.7023
2024-08-01,-22.8178
2024-08-02,-34.8747
2024-08-05,-41.0714
2024-08-06,-0.3416
2024-08-07,-1.4899
2024-08-08,1.4479
2024-08-09,-11.3095
2024-08-12,-5.7629
2024-08-13,8.5258
2024-08-14,-25.1514
2024-08-15,32.7141
2024-08-16,3.681
2024-08-19,11.3337
2024-08-20,-24.2643
2024-08-21,-11.0684
2024-08-22,-8.4993
2024-08-23,14.0548
2024-08-26,-2.9674
2024-08-27,-18.8893
2024-08-28,-18.8382
2024-08-29,-8.8144
2024-08-30,43.7511
2024-09-02,-56.4213
2024-09-03,8.4172
2024-09-04,-21.2633
2024-09-05,5.5929
2024-09-06,-26.4121
2024-09-09,-38.3941
2024-09-10,2.8036
2024-09-11,-9.6253
2024-09-12,-13.6552
2024-09-13,-13.2277
2024-09-18,11.7632
2024-09-19,25.0255
2024-09-20,5.014
2024-09-23,11.7142
2024-09-24,139.1451
2024-09-25,49.624
2024-09-26,143.7874
2024-09-27,158.3645
2024-09-30,314.1696
2024-10-08,238.2417
2024-10-09,-300.1123
2024-10-10,41.804
2024-10-11,-110.6209
2024-10-14,74.1754
2024-10-15,-105.3475
2024-10-16,-24.4059
2024-10-17,-43.3673
2024-10-18,137.0123
2024-10-21,9.9634
2024-10-22,22.5781
2024-10-23,15.4334
2024-10-24,-44.3755
2024-10-25,27.5876
2024-10-28,7.7359
2024-10-29,-39.5079
2024-10-30,-35.2003
2024-10-31,1.5909
2024-11-01,-1.0193
2024-11-04,54.7416
2024-11-05,99.8106
2024-11-06,-20.2894
2024-11-07,121.4121
2024-11-08,-41.6482
2024-11-11,27.0842
2024-11-12,-45.3882
2024-11-13,25.1471
2024-11-14,-71.271
2024-11-15,-70.7883
2024-11-18,-18.4502
2024-11-19,26.5106
2024-11-20,8.8815
2024-11-21,3.5252
2024-11-22,-123.599
2024-11-25,-17.608
2024-11-26,-7.9062
2024-11-27,66.86
2024-11-28,-34.4942
2024-11-29,44.0327
2024-12-02,31.0488
2024-12-03,4.2592
2024-12-04,-21.3344
2024-12-05,-8.9687
2024-12-06,51.5524
2024-12-09,-6.5697
2024-12-10,29.0661
2024-12-11,-6.8061
2024-12-12,39.674
2024-12-13,-95.324
2024-12-16,-21.3392
2024-12-17,10.1918
2024-12-18,19.8566
2024-12-19,3.5735
2024-12-20,-17.7194
2024-12-23,5.8277
2024-12-24,50.1164
2024-12-25,1.9409
2024-12-26,1.851
2024-12-27,-6.4494
2024-12-30,18.0242
2024-12-31,-64.144
2025-01-02,-114.5157
2025-01-03,-45.2304
2025-01-06,-6.1951
2025-01-07,27.1358
2025-01-08,-6.8902
2025-01-09,-9.338
2025-01-10,-47.3967
2025-01-13,-9.9676
2025-01-14,98.0265
2025-01-15,-24.5135
2025-01-16,4.3576
2025-01-17,11.9593
2025-01-20,17.3335
2025-01-21,2.9381
2025-01-22,-35.5979
2025-01-23,6.7273
2025-01-24,29.1198
2025-01-27,-15.7835
2025-02-05,-21.9954
2025-02-06,47.7466
2025-02-07,49.8714
2025-02-10,8.359
2025-02-11,-17.9266
2025-02-12,36.7265
2025-02-13,-14.7219
2025-02-14,33.8687
2025-02-17,8.3898
2025-02-18,-34.6154
2025-02-19,27.3773
2025-02-20,-11.2643
2025-02-21,49.5481
2025-02-24,-8.7271
2025-02-25,-44.0664
2025-02-26,34.2908
2025-02-27,8.1746
2025-02-28,-78.0672
2025-03-03,-1.5749
2025-03-04,-3.253
2025-03-05,17.3498
2025-03-06,53.6663
2025-03-07,-12.2226
2025-03-10,-15.2125
2025-03-11,12.6139
2025-03-12,-14.1842
2025-03-13,-15.6522
2025-03-14,94.9774
2025-03-17,-9.7691
2025-03-18,10.9353
2025-03-19,2.4451
2025-03-20,-35.1762
2025-03-21,-60.2962
2025-03-24,20.153
2025-03-25,-2.5535
2025-03-26,-12.9385
2025-03-27,13.0551
2025-03-28,-17.2455
2025-03-31,-27.8606
2025-04-01,0.3785
2025-04-02,-3.2983
2025-04-03,-22.8824
2025-04-07,-272.0628
2025-04-08,61.3184
2025-04-09,36.0353
2025-04-10,48.3208
2025-04-11,15.4016
2025-04-14,8.6255
2025-04-15,2.0926
2025-04-16,11.5856
2025-04-17,-0.5983
2025-04-18,0.3009
2025-04-21,12.3576
2025-04-22,-0.9284
2025-04-23,2.9302
2025-04-24,-2.525
2025-04-25,2.6363
2025-04-28,-5.3749
2025-04-29,-6.5421
2025-04-30,-4.5062
2025-05-06,37.9719
2025-05-07,23.0846
2025-05-08,21.2693
2025-05-09,-6.7397
2025-05-12,44.453
2025-05-13,5.6487
2025-05-14,46.9525
2025-05-15,-36.0116
2025-05-16,-18.1138
2025-05-19,-11.9401
2025-05-20,21.0252
2025-05-21,18.2102
2025-05-22,-2.5156
2025-05-23,-31.591
2025-05-26,-22.1674
2025-05-27,-20.7098
2025-05-28,-3.1603
2025-05-29,22.4632
2025-05-30,-18.4675
2025-06-03,11.7804
2025-06-04,16.7302
2025-06-05,8.8128
2025-06-06,-3.5716
2025-06-09,11.2618
2025-06-10,-19.7807
2025-06-11,29.16
2025-06-12,-2.426
2025-06-13,-28.017
2025-06-16,9.6129
2025-06-17,-3.4165
2025-06-18,4.5922
2025-06-19,-31.8796
2025-06-20,3.5531
2025-06-23,11.2573
2025-06-24,46.1326
2025-06-25,56.032
2025-06-26,-14.0467
2025-06-27,-24.2617
2025-06-30,14.3213
2025-07-01,6.6829
2025-07-02,0.9229
2025-07-03,24.3827
2025-07-04,14.1358
2025-07-07,-17.0288
2025-07-08,33.2781
2025-07-09,-7.0521
2025-07-10,18.6237
2025-07-11,4.7827
2025-07-14,2.8608
2025-07-15,1.3966
2025-07-16,-11.8625
2025-07-17,27.2891
2025-07-18,24.0576
2025-07-21,27.0586
2025-07-22,33.351
2025-07-23,0.8103
2025-07-24,29.2683
2025-07-25,-21.8734
2025-07-28,8.6608
2025-07-29,16.2005
2025-07-30,-0.7868
2025-07-31,-75.6467
2025-08-01,-20.6626
2025-08-04,15.7737
2025-08-05,32.7477
2025-08-06,10.0352
2025-08-07,1.1808
2025-08-08,-9.6991
2025-08-11,17.5437
2025-08-12,21.3146
2025-08-13,32.7524
2025-08-14,-3.2645
2025-08-15,29.0402
2025-08-18,37.0592
2025-08-19,-16.0384
2025-08-20,48.0217
2025-08-21,16.6749
2025-08-22,89.927
2025-08-25,91.224
2025-08-26,-16.6312
2025-08-27,-66.4639
2025-08-28,77.6554
2025-08-29,32.9771
2025-09-01,26.952
2025-09-02,-33.2583
2025-09-03,-30.6232
2025-09-04,-94.6211
2025-09-05,95.1164
2025-09-08,7.2484
2025-09-09,-31.3149
2025-09-10,9.1065
2025-09-11,102.6696
2025-09-12,-26.0365
2025-09-15,11.0577
2025-09-16,-9.719
2025-09-17,27.6863
2025-09-18,-52.914
2025-09-19,3.8105
2025-09-22,20.6885
2025-09-23,-2.8299
2025-09-24,46.2927
2025-09-25,27.4167
2025-09-26,-43.4388
2025-09-29,70.0041
2025-09-30,20.6407
2025-10-09,68.7885
2025-10-10,-92.6479
2025-10-13,-22.8556
2025-10-14,-54.9141
2025-10-15,67.2235
2025-10-16,12.1339
2025-10-17,-104.1873
2025-10-20,23.9856
2025-10-21,69.6514
2025-10-22,-15.3015
2025-10-23,13.7747
2025-10-24,54.3388
2025-10-27,55.3351
2025-10-28,-24.0456
2025-10-29,55.8648
2025-10-30,-37.9268
2025-10-31,-69.2434
2025-11-03,12.7352
2025-11-04,-34.7038
2025-11-05,8.558
2025-11-06,66.1462
2025-11-07,-14.6088
2025-11-10,16.2563
2025-11-11,-42.8852
2025-11-12,-6.2576
2025-11-13,56.1659
2025-11-14,-73.934
2025-11-17,-30.0873
2025-11-18,-29.8597
2025-11-19,20.0994
2025-11-20,-23.3439
2025-11-21,-111.3407
2025-11-24,-5.5598
2025-11-25,42.3569
2025-11-26,27.2208
2025-11-27,-2.2228
2025-11-28,11.2589
2025-12-01,49.824
2025-12-02,-22.1509
2025-12-03,-23.2861
2025-12-04,15.5178
2025-12-05,37.9704
2025-12-08,37.2177
2025-12-09,-23.5313
2025-12-10,-6.3959
2025-12-11,-39.6425
2025-12-12,28.7652
2025-12-15,-28.8904
2025-12-16,-54.5051
2025-12-17,82.3205
2025-12-18,-27.0824
2025-12-19,15.3855
2025-12-22,43.4454
2025-12-23,9.1106
2025-12-24,13.3245
2025-12-25,8.4771
2025-12-26,14.7043
2025-12-29,-17.8679
2025-12-30,11.9097
2025-12-31,-21.3423
2026-01-05,87.8062
2026-01-06,72.9481
2026-01-07,-14.028
2026-01-08,-39.0122
2026-01-09,21.2685
2026-01-12,30.9934
2026-01-13,-28.8831
